id,label
test_3353,0.006975
test_3354,0.00475
test_3355,0.003291
test_3356,0.301168
test_3357,0.029612
test_3358,0.06924
test_3359,0.863498
test_3360,0.283286
test_3361,0.067425
test_3362,0.01732
test_3363,0.005057
test_3364,0.067252
test_3365,0.037233
test_3366,0.005702
test_3367,0.027145
test_3368,0.004292
test_3369,0.003422
test_3370,0.006576
test_3371,0.047903
test_3372,0.029746
test_3373,0.210511
test_3374,0.015595
test_3375,0.004813
test_3376,0.022705
test_3377,0.96534
test_3378,0.026484
test_3379,0.089022
test_3380,0.130794
test_3381,0.002579
test_3382,0.038296
test_3383,0.011515
test_3384,0.002695
test_3385,0.048584
test_3386,0.121495
test_3387,0.133191
test_3388,0.005047
test_3389,0.002962
test_3390,0.080809
test_3391,0.006126
test_3392,0.007467
test_3393,0.01282
test_3394,0.03419
test_3395,0.004976
test_3396,0.002843
test_3397,0.050412
test_3398,0.609872
test_3399,0.005482
test_3400,0.719229
test_3401,0.00257
test_3402,0.004201
test_3403,0.016099
test_3404,0.969574
test_3405,0.27129
test_3406,0.034848
test_3407,0.012675
test_3408,0.016101
test_3409,0.388783
test_3410,0.025399
test_3411,0.743663
test_3412,0.006049
test_3413,0.003936
test_3414,0.002123
test_3415,0.003599
test_3416,0.922341
test_3417,0.355498
test_3418,0.003299
test_3419,0.006169
test_3420,0.00471
test_3421,0.019588
test_3422,0.019419
test_3423,0.015672
test_3424,0.538269
test_3425,0.011838
test_3426,0.004023
test_3427,0.08147
test_3428,0.003466
test_3429,0.02373
test_3430,0.011921
test_3431,0.004946
test_3432,0.003982
test_3433,0.094385
test_3434,0.010809
test_3435,0.100014
test_3436,0.01514
test_3437,0.003043
test_3438,0.003299
test_3439,0.009573
test_3440,0.07636
test_3441,0.012081
test_3442,0.012608
test_3443,0.186679
test_3444,0.033058
test_3445,0.004213
test_3446,0.546871
test_3447,0.062179
test_3448,0.158996
test_3449,0.073219
test_3450,0.003711
test_3451,0.089997
test_3452,0.148209
test_3453,0.003366
test_3454,0.033287
test_3455,0.105036
test_3456,0.055739
test_3457,0.030264
test_3458,0.003533
test_3459,0.052921
test_3460,0.00647
test_3461,0.002718
test_3462,0.007053
test_3463,0.272164
test_3464,0.003908
test_3465,0.939409
test_3466,0.440329
test_3467,0.452294
test_3468,0.366876
test_3469,0.128699
test_3470,0.072445
test_3471,0.010627
test_3472,0.034363
test_3473,0.055123
test_3474,0.092979
test_3475,0.007829
test_3476,0.00852
test_3477,0.009508
test_3478,0.013688
test_3479,0.942517
test_3480,0.00243
test_3481,0.032549
test_3482,0.007539
test_3483,0.01624
test_3484,0.006176
test_3485,0.002632
test_3486,0.012271
test_3487,0.014864
test_3488,0.006084
test_3489,0.054698
test_3490,0.058522
test_3491,0.127773
test_3492,0.006814
test_3493,0.023074
test_3494,0.003364
test_3495,0.097963
test_3496,0.301884
test_3497,0.064186
test_3498,0.004979
test_3499,0.041599
test_3500,0.004758
test_3501,0.010063
test_3502,0.022178
test_3503,0.891756
test_3504,0.003182
test_3505,0.004534
test_3506,0.809973
test_3507,0.007966
test_3508,0.176183
test_3509,0.010794
test_3510,0.003455
test_3511,0.009424
test_3512,0.002649
test_3513,0.093451
test_3514,0.063151
test_3515,0.002155
test_3516,0.043783
test_3517,0.011821
test_3518,0.002725
test_3519,0.00823
test_3520,0.159267
test_3521,0.955291
test_3522,0.080349
test_3523,0.063981
test_3524,0.061887
test_3525,0.014365
test_3526,0.039489
test_3527,0.010472
test_3528,0.218118
test_3529,0.008361
test_3530,0.006245
test_3531,0.012797
test_3532,0.052727
test_3533,0.009157
test_3534,0.026871
test_3535,0.11329
test_3536,0.498878
test_3537,0.03375
test_3538,0.003621
test_3539,0.083357
test_3540,0.033535
test_3541,0.045171
test_3542,0.011432
test_3543,0.025496
test_3544,0.003012
test_3545,0.009177
test_3546,0.005985
test_3547,0.018249
test_3548,0.297335
test_3549,0.002749
test_3550,0.158501
test_3551,0.071814
test_3552,0.012761
test_3553,0.01276
test_3554,0.46155
test_3555,0.024935
test_3556,0.022452
test_3557,0.017728
test_3558,0.005007
test_3559,0.004055
test_3560,0.036725
test_3561,0.00637
test_3562,0.057507
test_3563,0.223828
test_3564,0.006697
test_3565,0.051779
test_3566,0.017112
test_3567,0.01581
test_3568,0.620717
test_3569,0.183503
test_3570,0.003524
test_3571,0.003071
test_3572,0.011215
test_3573,0.012092
test_3574,0.148756
test_3575,0.063295
test_3576,0.005196
test_3577,0.025281
test_3578,0.004202
test_3579,0.063047
test_3580,0.035931
test_3581,0.007522
test_3582,0.003065
test_3583,0.060358
test_3584,0.019536
test_3585,0.004686
test_3586,0.077886
test_3587,0.156158
test_3588,0.01249
test_3589,0.834436
test_3590,0.012238
test_3591,0.506803
test_3592,0.03915
test_3593,0.032541
test_3594,0.038633
test_3595,0.013806
test_3596,0.024461
test_3597,0.085476
test_3598,0.345423
test_3599,0.002419
test_3600,0.117224
test_3601,0.018684
test_3602,0.035964
test_3603,0.293712
test_3604,0.003282
test_3605,0.003109
test_3606,0.055408
test_3607,0.003483
test_3608,0.024899
test_3609,0.005243
test_3610,0.006483
test_3611,0.003502
test_3612,0.004149
test_3613,0.01778
test_3614,0.007954
test_3615,0.03581
test_3616,0.468308
test_3617,0.019318
test_3618,0.003145
test_3619,0.0219
test_3620,0.436341
test_3621,0.005183
test_3622,0.003959
test_3623,0.044119
test_3624,0.013493
test_3625,0.067914
test_3626,0.002796
test_3627,0.237556
test_3628,0.900236
test_3629,0.023828
test_3630,0.007984
test_3631,0.008932
test_3632,0.070684
test_3633,0.003276
test_3634,0.106016
test_3635,0.021964
test_3636,0.017384
test_3637,0.024261
test_3638,0.016738
test_3639,0.039632
test_3640,0.003024
test_3641,0.225664
test_3642,0.010882
test_3643,0.004375
test_3644,0.060425
test_3645,0.003455
test_3646,0.054915
test_3647,0.006804
test_3648,0.008856
test_3649,0.011298
test_3650,0.224428
test_3651,0.926071
test_3652,0.00281
test_3653,0.871702
test_3654,0.004969
test_3655,0.030221
test_3656,0.003575
test_3657,0.047075
test_3658,0.018644
test_3659,0.098377
test_3660,0.002914
test_3661,0.002732
test_3662,0.012387
test_3663,0.003053
test_3664,0.012281
test_3665,0.132074
test_3666,0.115445
test_3667,0.003452
test_3668,0.006335
test_3669,0.002649
test_3670,0.010428
test_3671,0.029059
test_3672,0.019831
test_3673,0.003059
test_3674,0.531543
test_3675,0.028751
test_3676,0.010138
test_3677,0.008955
test_3678,0.031649
test_3679,0.002816
test_3680,0.016489
test_3681,0.087564
test_3682,0.084487
test_3683,0.005683
test_3684,0.004987
test_3685,0.586611
test_3686,0.008441
test_3687,0.336485
test_3688,0.002384
test_3689,0.005819
test_3690,0.015502
test_3691,0.007048
test_3692,0.032183
test_3693,0.051084
test_3694,0.571215
test_3695,0.035861
test_3696,0.04066
test_3697,0.004589
test_3698,0.090174
test_3699,0.008133
test_3700,0.007863
test_3701,0.002599
test_3702,0.300579
test_3703,0.007771
test_3704,0.014198
test_3705,0.062137
test_3706,0.965728
test_3707,0.011874
test_3708,0.956245
test_3709,0.021135
test_3710,0.031537
test_3711,0.056877
test_3712,0.10391
test_3713,0.003079
test_3714,0.042445
test_3715,0.005935
test_3716,0.009792
test_3717,0.012372
test_3718,0.008608
test_3719,0.527702
test_3720,0.004479
test_3721,0.003332
test_3722,0.00222
test_3723,0.304249
test_3724,0.016225
test_3725,0.005945
test_3726,0.968006
test_3727,0.277424
test_3728,0.012013
test_3729,0.003299
test_3730,0.004022
test_3731,0.131922
test_3732,0.005615
test_3733,0.022479
test_3734,0.007655
test_3735,0.023683
test_3736,0.009738
test_3737,0.021178
test_3738,0.015348
test_3739,0.303314
test_3740,0.00361
test_3741,0.010186
test_3742,0.013417
test_3743,0.003328
test_3744,0.012213
test_3745,0.005856
test_3746,0.086616
test_3747,0.963274
test_3748,0.008781
test_3749,0.016947
test_3750,0.013303
test_3751,0.00253
test_3752,0.837271
test_3753,0.079073
test_3754,0.054964
test_3755,0.009388
test_3756,0.069061
test_3757,0.081394
test_3758,0.011076
test_3759,0.007395
test_3760,0.019858
test_3761,0.013921
test_3762,0.312427
test_3763,0.018157
test_3764,0.116889
test_3765,0.009111
test_3766,0.004549
test_3767,0.037095
test_3768,0.003884
test_3769,0.008096
test_3770,0.023775
test_3771,0.015634
test_3772,0.014986
test_3773,0.002221
test_3774,0.00319
test_3775,0.867401
test_3776,0.013992
test_3777,0.003516
test_3778,0.01146
test_3779,0.076764
test_3780,0.002682
test_3781,0.013368
test_3782,0.002544
test_3783,0.028163
test_3784,0.010748
test_3785,0.009123
test_3786,0.01768
test_3787,0.002845
test_3788,0.002262
test_3789,0.102338
test_3790,0.048408
test_3791,0.879651
test_3792,0.002661
test_3793,0.003841
test_3794,0.297562
test_3795,0.128734
test_3796,0.205912
test_3797,0.003451
test_3798,0.177577
test_3799,0.003368
test_3800,0.438409
test_3801,0.007426
test_3802,0.003752
test_3803,0.071226
test_3804,0.059392
test_3805,0.006489
test_3806,0.044915
test_3807,0.008563
test_3808,0.003775
test_3809,0.02812
test_3810,0.939681
test_3811,0.011274
test_3812,0.020758
test_3813,0.006884
test_3814,0.003185
test_3815,0.011528
test_3816,0.066688
test_3817,0.002972
test_3818,0.037298
test_3819,0.037458
test_3820,0.003392
test_3821,0.0157
test_3822,0.012811
test_3823,0.036527
test_3824,0.128151
test_3825,0.867069
test_3826,0.218419
test_3827,0.468595
test_3828,0.062679
test_3829,0.087439
test_3830,0.103585
test_3831,0.009157
test_3832,0.002267
test_3833,0.321103
test_3834,0.019036
test_3835,0.965821
test_3836,0.037052
test_3837,0.027457
test_3838,0.057126
test_3839,0.013096
test_3840,0.003711
test_3841,0.012099
test_3842,0.005495
test_3843,0.012346
test_3844,0.178303
test_3845,0.014038
test_3846,0.697942
test_3847,0.092
test_3848,0.033259
test_3849,0.580415
test_3850,0.944684
test_3851,0.013977
test_3852,0.036705
test_3853,0.006006
test_3854,0.873465
test_3855,0.80125
test_3856,0.013424
test_3857,0.011541
test_3858,0.013045
test_3859,0.019772
test_3860,0.036043
test_3861,0.129969
test_3862,0.068518
test_3863,0.002829
test_3864,0.003041
test_3865,0.05303
test_3866,0.059596
test_3867,0.017196
test_3868,0.006254
test_3869,0.020685
test_3870,0.003619
test_3871,0.002209
test_3872,0.016136
test_3873,0.002484
test_3874,0.044456
test_3875,0.116983
test_3876,0.179945
test_3877,0.017698
test_3878,0.130748
test_3879,0.038735
test_3880,0.010218
test_3881,0.019319
test_3882,0.008698
test_3883,0.190385
test_3884,0.824543
test_3885,0.022
test_3886,0.071049
test_3887,0.012716
test_3888,0.053822
test_3889,0.015552
test_3890,0.029724
test_3891,0.067928
test_3892,0.706909
test_3893,0.430125
test_3894,0.016623
test_3895,0.005927
test_3896,0.006779
test_3897,0.004202
test_3898,0.876128
test_3899,0.019349
test_3900,0.048014
test_3901,0.013032
test_3902,0.028293
test_3903,0.003331
test_3904,0.002714
test_3905,0.005806
test_3906,0.007723
test_3907,0.003057
test_3908,0.026596
test_3909,0.914301
test_3910,0.905521
test_3911,0.043954
test_3912,0.003373
test_3913,0.002141
test_3914,0.003524
test_3915,0.019335
test_3916,0.134734
test_3917,0.396925
test_3918,0.021648
test_3919,0.004771
test_3920,0.011566
test_3921,0.018288
test_3922,0.007264
test_3923,0.004866
test_3924,0.002913
test_3925,0.07075
test_3926,0.099989
test_3927,0.026341
test_3928,0.052692
test_3929,0.109821
test_3930,0.071223
test_3931,0.004989
test_3932,0.00368
test_3933,0.08096
test_3934,0.058111
test_3935,0.136313
test_3936,0.8255
test_3937,0.033074
test_3938,0.044795
test_3939,0.031568
test_3940,0.010314
test_3941,0.002724
test_3942,0.042392
test_3943,0.036657
test_3944,0.007617
test_3945,0.002631
test_3946,0.041223
test_3947,0.010658
test_3948,0.009128
test_3949,0.771541
test_3950,0.056281
test_3951,0.01685
test_3952,0.087375
test_3953,0.006297
test_3954,0.303002
test_3955,0.003187
test_3956,0.002456
test_3957,0.002775
test_3958,0.111752
test_3959,0.005274
test_3960,0.002919
test_3961,0.330445
test_3962,0.004773
test_3963,0.056471
test_3964,0.080872
test_3965,0.136465
test_3966,0.008823
test_3967,0.05201
test_3968,0.161583
test_3969,0.002574
test_3970,0.00418
test_3971,0.010286
test_3972,0.002961
test_3973,0.370912
test_3974,0.057506
test_3975,0.005404
test_3976,0.006467
test_3977,0.0033
test_3978,0.100844
test_3979,0.089751
test_3980,0.005335
test_3981,0.003399
test_3982,0.021653
test_3983,0.009819
test_3984,0.027443
test_3985,0.012025
test_3986,0.028025
test_3987,0.743688
test_3988,0.007983
test_3989,0.048445
test_3990,0.920411
test_3991,0.102141
test_3992,0.427033
test_3993,0.010324
test_3994,0.005987
test_3995,0.032426
test_3996,0.003992
test_3997,0.014721
test_3998,0.002818
test_3999,0.011929
test_4000,0.012671
test_4001,0.00341
test_4002,0.064476
test_4003,0.150563
test_4004,0.567796
test_4005,0.016746
test_4006,0.009955
test_4007,0.054439
test_4008,0.003068
test_4009,0.483252
test_4010,0.137054
test_4011,0.003452
test_4012,0.029319
test_4013,0.008026
test_4014,0.002021
test_4015,0.198759
test_4016,0.103267
test_4017,0.002956
test_4018,0.062338
test_4019,0.015484
test_4020,0.062235
test_4021,0.301318
test_4022,0.074904
test_4023,0.004249
test_4024,0.017917
test_4025,0.426631
test_4026,0.016293
test_4027,0.023695
test_4028,0.013909
test_4029,0.107773
test_4030,0.870905
test_4031,0.110404
test_4032,0.016462
test_4033,0.002613
test_4034,0.280071
test_4035,0.019074
test_4036,0.637406
test_4037,0.711759
test_4038,0.016369
test_4039,0.027321
test_4040,0.005082
test_4041,0.205161
test_4042,0.021473
test_4043,0.002285
test_4044,0.004041
test_4045,0.025119
test_4046,0.005464
test_4047,0.005783
test_4048,0.003012
test_4049,0.003039
test_4050,0.557945
test_4051,0.008087
test_4052,0.01364
test_4053,0.002785
test_4054,0.004774
test_4055,0.094189
test_4056,0.57819
test_4057,0.014414
test_4058,0.350522
test_4059,0.15469
test_4060,0.003878
test_4061,0.018458
test_4062,0.658129
test_4063,0.876467
test_4064,0.052534
test_4065,0.006567
test_4066,0.118027
test_4067,0.008166
test_4068,0.024713
test_4069,0.008101
test_4070,0.077472
test_4071,0.003314
test_4072,0.592602
test_4073,0.337023
test_4074,0.067043
test_4075,0.013764
test_4076,0.006381
test_4077,0.364514
test_4078,0.036225
test_4079,0.007595
test_4080,0.100637
test_4081,0.036789
test_4082,0.002718
test_4083,0.003368
test_4084,0.107273
test_4085,0.014713
test_4086,0.004405
test_4087,0.24165
test_4088,0.016071
test_4089,0.038321
test_4090,0.003753
test_4091,0.022855
test_4092,0.457167
test_4093,0.010233
test_4094,0.01452
test_4095,0.955207
test_4096,0.003365
test_4097,0.051781
test_4098,0.093441
test_4099,0.002972
test_4100,0.030959
test_4101,0.003015
test_4102,0.013022
test_4103,0.005724
test_4104,0.003606
test_4105,0.003471
test_4106,0.01215
test_4107,0.022394
test_4108,0.046994
test_4109,0.02313
test_4110,0.003249
test_4111,0.007096
test_4112,0.072458
test_4113,0.017686
test_4114,0.692862
test_4115,0.005906
test_4116,0.011513
test_4117,0.016275
test_4118,0.185773
test_4119,0.007078
test_4120,0.020185
test_4121,0.012726
test_4122,0.002834
test_4123,0.049774
test_4124,0.097007
test_4125,0.2123
test_4126,0.006313
test_4127,0.004651
test_4128,0.049515
test_4129,0.014719
test_4130,0.003559
test_4131,0.184534
test_4132,0.117379
test_4133,0.011121
test_4134,0.003456
test_4135,0.00225
test_4136,0.003528
test_4137,0.014503
test_4138,0.11549
test_4139,0.002326
test_4140,0.035378
test_4141,0.064656
test_4142,0.074509
test_4143,0.002629
test_4144,0.008078
test_4145,0.007612
test_4146,0.81142
test_4147,0.08958
test_4148,0.008908
test_4149,0.0866
test_4150,0.880413
test_4151,0.012346
test_4152,0.970553
test_4153,0.007679
test_4154,0.012997
test_4155,0.970948
test_4156,0.004954
test_4157,0.074492
test_4158,0.003402
test_4159,0.348804
test_4160,0.060565
test_4161,0.002999
test_4162,0.009133
test_4163,0.072465
test_4164,0.002917
test_4165,0.002635
test_4166,0.896405
test_4167,0.429001
test_4168,0.36622
test_4169,0.017791
test_4170,0.006819
test_4171,0.345066
test_4172,0.141151
test_4173,0.063622
test_4174,0.020425
test_4175,0.032267
test_4176,0.932036
test_4177,0.095846
test_4178,0.018527
test_4179,0.091252
test_4180,0.002757
test_4181,0.022446
test_4182,0.446955
test_4183,0.098507
test_4184,0.002223
test_4185,0.005072
test_4186,0.089151
test_4187,0.004726
test_4188,0.05736
test_4189,0.00268
test_4190,0.523424
test_4191,0.003458
test_4192,0.044859
test_4193,0.011213
test_4194,0.027527
test_4195,0.015071
test_4196,0.218971
test_4197,0.056032
test_4198,0.432041
test_4199,0.008145
test_4200,0.029202
test_4201,0.391363
test_4202,0.003852
test_4203,0.003602
test_4204,0.017511
test_4205,0.038213
test_4206,0.052787
test_4207,0.062411
test_4208,0.002095
test_4209,0.004873
test_4210,0.007165
test_4211,0.013306
test_4212,0.006833
test_4213,0.093306
test_4214,0.013453
test_4215,0.003701
test_4216,0.041744
test_4217,0.029635
test_4218,0.013302
test_4219,0.005128
test_4220,0.012635
test_4221,0.004926
test_4222,0.002935
test_4223,0.004197
test_4224,0.089652
test_4225,0.020248
test_4226,0.003086
test_4227,0.055965
test_4228,0.24671
test_4229,0.046823
test_4230,0.021032
test_4231,0.01058
test_4232,0.006959
test_4233,0.00972
test_4234,0.08355
test_4235,0.003095
test_4236,0.58204
test_4237,0.142023
test_4238,0.038916
test_4239,0.303197
test_4240,0.004937
test_4241,0.005469
test_4242,0.007566
test_4243,0.003098
test_4244,0.10262
test_4245,0.022982
test_4246,0.088466
test_4247,0.011296
test_4248,0.237167
test_4249,0.028463
test_4250,0.004981
test_4251,0.057718
test_4252,0.152912
test_4253,0.009285
test_4254,0.004371
test_4255,0.046062
test_4256,0.044713
test_4257,0.038474
test_4258,0.002805
test_4259,0.107475
test_4260,0.008476
test_4261,0.027286
test_4262,0.937242
test_4263,0.00262
test_4264,0.020313
test_4265,0.010988
test_4266,0.049051
test_4267,0.015718
test_4268,0.042149
test_4269,0.005168
test_4270,0.005902
test_4271,0.003031
test_4272,0.020381
test_4273,0.042984
test_4274,0.022521
test_4275,0.184683
test_4276,0.005293
test_4277,0.002426
test_4278,0.003106
test_4279,0.006559
test_4280,0.005745
test_4281,0.002459
test_4282,0.096652
test_4283,0.016864
test_4284,0.01155
test_4285,0.034603
test_4286,0.002371
test_4287,0.176235
test_4288,0.014737
test_4289,0.02709
test_4290,0.109007
test_4291,0.003838
test_4292,0.080204
test_4293,0.005007
test_4294,0.277377
test_4295,0.03347
test_4296,0.003567
test_4297,0.067708
test_4298,0.003573
test_4299,0.035845
test_4300,0.004802
test_4301,0.012508
test_4302,0.003073
test_4303,0.731042
test_4304,0.745249
test_4305,0.016504
test_4306,0.022353
test_4307,0.01231
test_4308,0.022331
test_4309,0.005334
test_4310,0.015963
test_4311,0.039839
test_4312,0.151078
test_4313,0.002358
test_4314,0.174042
test_4315,0.176289
test_4316,0.007609
test_4317,0.004583
test_4318,0.003139
test_4319,0.067263
test_4320,0.004429
test_4321,0.002901
test_4322,0.012549
test_4323,0.919216
test_4324,0.029213
test_4325,0.01458
test_4326,0.003876
test_4327,0.029013
test_4328,0.019529
test_4329,0.123402
test_4330,0.007118
test_4331,0.023667
test_4332,0.105184
test_4333,0.010484
test_4334,0.003899
test_4335,0.015215
test_4336,0.913496
test_4337,0.045643
test_4338,0.640251
test_4339,0.026063
test_4340,0.003188
test_4341,0.378897
test_4342,0.017491
test_4343,0.072842
test_4344,0.01909
test_4345,0.009653
test_4346,0.009129
test_4347,0.003459
test_4348,0.008822
test_4349,0.22191
test_4350,0.025088
test_4351,0.969237
test_4352,0.082493
test_4353,0.064921
test_4354,0.002046
test_4355,0.019039
test_4356,0.938991
test_4357,0.023895
test_4358,0.017071
test_4359,0.142701
test_4360,0.003994
test_4361,0.004615
test_4362,0.003005
test_4363,0.030339
test_4364,0.197535
test_4365,0.034741
test_4366,0.01363
test_4367,0.016276
test_4368,0.270629
test_4369,0.968504
test_4370,0.003011
test_4371,0.013845
test_4372,0.003397
test_4373,0.014703
test_4374,0.010698
test_4375,0.010906
test_4376,0.084712
test_4377,0.083622
test_4378,0.003017
test_4379,0.003467
test_4380,0.015575
test_4381,0.027492
test_4382,0.013928
test_4383,0.003283
test_4384,0.974084
test_4385,0.010525
test_4386,0.00441
test_4387,0.003583
test_4388,0.003199
test_4389,0.004571
test_4390,0.744993
test_4391,0.019933
test_4392,0.063819
test_4393,0.003257
test_4394,0.029015
test_4395,0.003978
test_4396,0.098238
test_4397,0.046593
test_4398,0.003518
test_4399,0.012607
test_4400,0.01835
test_4401,0.006575
test_4402,0.004656
test_4403,0.002854
test_4404,0.099361
test_4405,0.012283
test_4406,0.347336
test_4407,0.02202
test_4408,0.006099
test_4409,0.431608
test_4410,0.125137
test_4411,0.020055
test_4412,0.284307
test_4413,0.002653
test_4414,0.171424
test_4415,0.019686
test_4416,0.014458
test_4417,0.01698
test_4418,0.020485
test_4419,0.354942
test_4420,0.196663
test_4421,0.40288
test_4422,0.003547
test_4423,0.006423
test_4424,0.002677
test_4425,0.558633
test_4426,0.003185
test_4427,0.069333
test_4428,0.003
test_4429,0.014173
test_4430,0.017207
test_4431,0.003435
test_4432,0.006174
test_4433,0.014908
test_4434,0.004076
test_4435,0.017628
test_4436,0.004232
test_4437,0.009681
test_4438,0.006713
test_4439,0.015669
test_4440,0.004482
test_4441,0.053967
test_4442,0.006443
test_4443,0.011254
test_4444,0.081071
test_4445,0.104886
test_4446,0.031634
test_4447,0.052486
test_4448,0.120237
test_4449,0.186056
test_4450,0.002782
test_4451,0.084886
test_4452,0.055723
test_4453,0.907927
test_4454,0.003432
test_4455,0.022913
test_4456,0.07479
test_4457,0.304496
test_4458,0.078349
test_4459,0.002344
test_4460,0.016921
test_4461,0.006504
test_4462,0.002731
test_4463,0.943779
test_4464,0.062272
test_4465,0.009428
test_4466,0.017903
test_4467,0.002312
test_4468,0.056137
test_4469,0.002755
test_4470,0.955093
test_4471,0.019735
test_4472,0.002678
test_4473,0.967561
test_4474,0.015632
test_4475,0.003652
test_4476,0.002325
test_4477,0.011554
test_4478,0.00385
test_4479,0.072283
test_4480,0.518471
test_4481,0.222488
test_4482,0.016602
test_4483,0.010108
test_4484,0.006349
test_4485,0.005038
test_4486,0.012511
test_4487,0.05236
test_4488,0.968625
test_4489,0.180101
test_4490,0.020681
test_4491,0.022839
test_4492,0.003165
test_4493,0.002704
test_4494,0.968898
test_4495,0.194812
test_4496,0.07663
test_4497,0.100738
test_4498,0.027762
test_4499,0.06435
test_4500,0.166738
test_4501,0.010475
test_4502,0.010507
test_4503,0.005325
test_4504,0.010096
test_4505,0.077642
test_4506,0.127819
test_4507,0.00293
test_4508,0.973301
test_4509,0.010647
test_4510,0.016796
test_4511,0.081767
test_4512,0.483344
test_4513,0.188874
test_4514,0.077992
test_4515,0.024023
test_4516,0.251294
test_4517,0.033459
test_4518,0.066642
test_4519,0.013972
test_4520,0.010857
test_4521,0.003002
test_4522,0.060713
test_4523,0.002964
test_4524,0.109775
test_4525,0.002464
test_4526,0.002425
test_4527,0.914338
test_4528,0.011568
test_4529,0.003492
test_4530,0.003472
test_4531,0.008814
test_4532,0.010039
test_4533,0.123858
test_4534,0.00534
test_4535,0.139438
test_4536,0.626375
test_4537,0.055557
test_4538,0.671288
test_4539,0.003442
test_4540,0.270549
test_4541,0.016483
test_4542,0.113536
test_4543,0.006056
test_4544,0.002437
test_4545,0.034647
test_4546,0.043138
test_4547,0.037464
test_4548,0.00796
test_4549,0.009929
test_4550,0.027583
test_4551,0.010978
test_4552,0.657986
test_4553,0.036163
test_4554,0.005222
test_4555,0.061012
test_4556,0.002962
test_4557,0.033703
test_4558,0.016082
test_4559,0.006015
test_4560,0.007607
test_4561,0.06695
test_4562,0.02422
test_4563,0.004996
test_4564,0.002675
test_4565,0.008614
test_4566,0.004649
test_4567,0.01719
test_4568,0.081581
test_4569,0.4531
test_4570,0.019266
test_4571,0.016575
test_4572,0.089088
test_4573,0.014971
test_4574,0.013841
test_4575,0.589457
test_4576,0.003534
test_4577,0.003325
test_4578,0.017305
test_4579,0.00685
test_4580,0.034453
test_4581,0.032952
test_4582,0.007629
test_4583,0.011588
test_4584,0.860139
test_4585,0.199787
test_4586,0.012924
test_4587,0.005635
test_4588,0.002553
test_4589,0.675936
test_4590,0.029074
test_4591,0.904176
test_4592,0.554239
test_4593,0.010378
test_4594,0.011641
test_4595,0.463524
test_4596,0.012289
test_4597,0.00591
test_4598,0.017207
test_4599,0.004837
test_4600,0.058666
test_4601,0.013015
test_4602,0.158135
test_4603,0.005831
test_4604,0.24431
test_4605,0.004193
test_4606,0.032192
test_4607,0.034333
test_4608,0.011475
test_4609,0.002803
test_4610,0.045866
test_4611,0.359507
test_4612,0.014436
test_4613,0.009467
test_4614,0.011465
test_4615,0.020103
test_4616,0.01484
test_4617,0.003497
test_4618,0.011618
test_4619,0.005249
test_4620,0.011751
test_4621,0.058615
test_4622,0.002195
test_4623,0.634272
test_4624,0.002655
test_4625,0.060725
test_4626,0.296673
test_4627,0.221679
test_4628,0.042183
test_4629,0.905632
test_4630,0.002966
test_4631,0.404781
test_4632,0.063937
test_4633,0.082175
test_4634,0.012287
test_4635,0.004162
test_4636,0.010292
test_4637,0.013905
test_4638,0.006338
test_4639,0.960198
test_4640,0.68237
test_4641,0.05445
test_4642,0.002288
test_4643,0.012172
test_4644,0.002451
test_4645,0.002449
test_4646,0.009357
test_4647,0.022446
test_4648,0.013466
test_4649,0.051234
test_4650,0.005105
test_4651,0.263236
test_4652,0.013267
test_4653,0.513173
test_4654,0.740107
test_4655,0.143475
test_4656,0.007923
test_4657,0.050242
test_4658,0.003608
test_4659,0.012401
test_4660,0.002944
test_4661,0.911332
test_4662,0.002822
test_4663,0.007621
test_4664,0.125743
test_4665,0.028496
test_4666,0.016061
test_4667,0.100501
test_4668,0.003474
test_4669,0.002571
test_4670,0.002955
test_4671,0.048158
test_4672,0.003849
test_4673,0.002336
test_4674,0.007131
test_4675,0.161856
test_4676,0.016661
test_4677,0.003903
test_4678,0.030599
test_4679,0.002902
test_4680,0.00533
test_4681,0.019177
test_4682,0.284703
test_4683,0.021651
test_4684,0.375449
test_4685,0.228809
test_4686,0.006271
test_4687,0.003088
test_4688,0.099989
test_4689,0.00331
test_4690,0.025316
test_4691,0.006009
test_4692,0.030608
test_4693,0.278921
test_4694,0.020895
test_4695,0.020334
test_4696,0.026223
test_4697,0.064222
test_4698,0.24369
test_4699,0.098956
test_4700,0.011026
test_4701,0.008334
test_4702,0.005668
test_4703,0.522779
test_4704,0.966251
test_4705,0.002936
test_4706,0.028569
test_4707,0.022424
test_4708,0.349765
test_4709,0.141537
test_4710,0.016099
test_4711,0.004752
test_4712,0.006037
test_4713,0.018107
test_4714,0.01446
test_4715,0.026033
test_4716,0.48364
test_4717,0.013066
test_4718,0.001968
test_4719,0.326289
test_4720,0.14972
test_4721,0.046145
test_4722,0.04966
test_4723,0.003264
test_4724,0.005938
test_4725,0.138998
test_4726,0.97627
test_4727,0.026735
test_4728,0.045626
test_4729,0.010693
test_4730,0.972447
test_4731,0.200671
test_4732,0.004057
test_4733,0.003118
test_4734,0.485721
test_4735,0.016957
test_4736,0.127663
test_4737,0.96528
test_4738,0.093153
test_4739,0.965921
test_4740,0.010155
test_4741,0.022351
test_4742,0.322935
test_4743,0.006314
test_4744,0.003914
test_4745,0.138315
test_4746,0.00363
test_4747,0.00817
test_4748,0.019061
test_4749,0.062141
test_4750,0.209402
test_4751,0.040956
